UTC,Open,High,Low,Close,Volume
07.08.2025 00:00:00 UTC,171.682,172.167,171.274,171.425,218945.03
08.08.2025 00:00:00 UTC,171.427,172.342,171.364,171.971,161626.16
10.08.2025 00:00:00 UTC,171.756,172.087,171.701,171.983,6122.93
11.08.2025 00:00:00 UTC,171.983,172.2,171.549,172.097,127231.2
12.08.2025 00:00:00 UTC,172.103,172.853,172.078,172.562,206619.98
13.08.2025 00:00:00 UTC,172.561,173.016,172.23,172.309,175538.7
14.08.2025 00:00:00 UTC,172.311,172.311,170.962,172.058,227595.98
15.08.2025 00:00:00 UTC,172.06,172.375,171.501,172.255,166304.34
17.08.2025 00:00:00 UTC,172.39,172.507,172.254,172.402,5716.2
18.08.2025 00:00:00 UTC,172.352,172.676,172.05,172.59,148997.75
19.08.2025 00:00:00 UTC,172.588,172.699,171.695,171.987,172987.52
20.08.2025 00:00:00 UTC,171.988,171.996,171.113,171.617,173000.33
21.08.2025 00:00:00 UTC,171.62,172.368,171.522,172.311,165500.14
22.08.2025 00:00:00 UTC,172.311,172.675,171.824,172.127,211955.58
24.08.2025 00:00:00 UTC,172.247,172.477,172.035,172.142,8635.23
25.08.2025 00:00:00 UTC,172.418,172.661,171.54,171.678,149606.23
26.08.2025 00:00:00 UTC,171.676,172.117,171.325,171.613,225781.78
27.08.2025 00:00:00 UTC,171.622,171.906,171.252,171.607,181741.14
28.08.2025 00:00:00 UTC,171.61,171.79,171.117,171.477,177211.69
29.08.2025 00:00:00 UTC,171.479,172.013,171.237,171.81,172852.83
31.08.2025 00:00:00 UTC,171.972,172.042,171.776,171.812,6185.66
01.09.2025 00:00:00 UTC,171.985,172.542,171.96,172.315,128625.42
02.09.2025 00:00:00 UTC,172.316,173.414,172.299,172.843,247331.17
03.09.2025 00:00:00 UTC,172.841,173.298,172.508,172.552,205045.55
04.09.2025 00:00:00 UTC,172.552,173.21,172.453,173.012,196683.98
05.09.2025 00:00:00 UTC,173.01,173.267,172.487,172.689,227119.75
07.09.2025 00:00:00 UTC,173.461,173.867,173.344,173.708,18758.81
08.09.2025 00:00:00 UTC,173.708,173.911,173.067,173.436,210531.9
09.09.2025 00:00:00 UTC,173.438,173.485,172.131,172.481,247269.84
10.09.2025 00:00:00 UTC,172.48,172.908,172.327,172.447,214708.8
11.09.2025 00:00:00 UTC,172.449,173.056,172.357,172.754,223115.36
12.09.2025 00:00:00 UTC,172.753,173.439,172.621,173.213,194744.19
14.09.2025 00:00:00 UTC,173.048,173.36,173.04,173.158,5338.29
15.09.2025 00:00:00 UTC,173.157,173.45,172.895,173.386,149245.16
16.09.2025 00:00:00 UTC,173.384,173.848,173.017,173.806,242397.94
17.09.2025 00:00:00 UTC,173.804,173.814,173.088,173.689,239605.3
18.09.2025 00:00:00 UTC,173.692,174.5,173.604,174.443,258379.19
19.09.2025 00:00:00 UTC,174.447,174.492,173.475,173.743,257431.47
21.09.2025 00:00:00 UTC,173.651,173.854,173.643,173.827,7034.01
22.09.2025 00:00:00 UTC,173.827,174.39,173.786,174.329,216059.11
23.09.2025 00:00:00 UTC,174.33,174.492,174.052,174.395,211402.06
24.09.2025 00:00:00 UTC,174.394,174.786,174.219,174.702,210157.23
25.09.2025 00:00:00 UTC,174.701,174.941,174.489,174.778,229455.19
26.09.2025 00:00:00 UTC,174.777,175.052,174.632,174.937,184749.19
28.09.2025 00:00:00 UTC,174.869,175.007,174.815,174.885,7623.78
29.09.2025 00:00:00 UTC,174.885,174.918,173.984,174.337,208872.78
30.09.2025 00:00:00 UTC,174.34,174.416,173.387,173.699,243470.7
01.10.2025 00:00:00 UTC,173.698,173.915,172.296,172.599,273594.62
02.10.2025 00:00:00 UTC,172.602,172.98,172.262,172.533,207535.56
03.10.2025 00:00:00 UTC,172.535,173.246,172.531,173.091,173919.69
05.10.2025 00:00:00 UTC,175.122,175.243,174.726,175.185,28744.77
06.10.2025 00:00:00 UTC,175.186,176.252,174.898,176.063,389168.38
07.10.2025 00:00:00 UTC,176.064,177.251,175.782,177.187,209288.36
08.10.2025 00:00:00 UTC,177.187,177.854,176.893,177.588,228955.08
09.10.2025 00:00:00 UTC,177.586,177.934,176.75,176.992,244324.81
10.10.2025 00:00:00 UTC,176.99,177.123,175.621,175.69,282954.38
12.10.2025 00:00:00 UTC,176.285,176.52,176.123,176.29,21365.45
13.10.2025 00:00:00 UTC,176.419,176.91,175.902,176.328,189311.97
14.10.2025 00:00:00 UTC,176.324,176.453,175.352,176.023,275957.97
15.10.2025 00:00:00 UTC,176.027,176.304,175.434,175.835,227994.55
16.10.2025 00:00:00 UTC,175.842,176.456,175.448,175.657,297649.28
17.10.2025 00:00:00 UTC,175.656,175.968,174.811,175.476,322815.53
19.10.2025 00:00:00 UTC,175.815,175.941,175.253,175.253,11969.23
20.10.2025 00:00:00 UTC,175.938,176.367,175.24,175.616,208297.95
21.10.2025 00:00:00 UTC,175.613,176.615,175.348,176.168,272454.4
22.10.2025 00:00:00 UTC,176.167,176.447,175.766,176.41,227812.19
23.10.2025 00:00:00 UTC,176.407,177.443,176.383,177.287,191405.98
24.10.2025 00:00:00 UTC,177.295,177.826,177.196,177.703,179343.14
26.10.2025 00:00:00 UTC,177.787,178.142,177.689,178.036,13382.4
27.10.2025 00:00:00 UTC,178.038,178.232,177.624,177.905,185304.61
28.10.2025 00:00:00 UTC,177.907,177.913,176.862,176.877,249207.89
29.10.2025 00:00:00 UTC,176.879,177.594,176.632,177.214,277478.66
30.10.2025 00:00:00 UTC,177.213,178.821,176.816,178.102,304760.84
31.10.2025 00:00:00 UTC,178.104,178.561,177.446,177.651,229539.48
02.11.2025 00:00:00 UTC,177.612,177.868,177.515,177.745,12964.83
03.11.2025 00:00:00 UTC,177.743,177.976,177.163,177.623,172047.22
04.11.2025 00:00:00 UTC,177.625,177.673,176.087,176.353,218140.9
05.11.2025 00:00:00 UTC,176.35,177.139,175.699,177.134,206457.94
06.11.2025 00:00:00 UTC,177.134,177.214,176.278,176.637,198900.8
07.11.2025 00:00:00 UTC,176.637,177.605,176.508,177.416,231922.81
09.11.2025 00:00:00 UTC,177.634,177.739,177.409,177.566,11495.35
10.11.2025 00:00:00 UTC,177.565,178.45,177.338,178.144,172440.69
11.11.2025 00:00:00 UTC,178.143,178.743,178.104,178.531,159910.53
12.11.2025 00:00:00 UTC,178.53,179.479,178.473,179.328,167611.2
13.11.2025 00:00:00 UTC,179.331,179.93,179.223,179.838,215548.58
14.11.2025 00:00:00 UTC,179.837,179.968,178.973,179.558,239903.52
16.11.2025 00:00:00 UTC,179.544,179.645,179.5,179.553,6302.06
17.11.2025 00:00:00 UTC,179.553,180.017,179.259,179.969,163432.98
18.11.2025 00:00:00 UTC,179.968,180.29,179.598,180.106,245861.58
19.11.2025 00:00:00 UTC,180.104,181.358,179.774,181.172,214453.27
20.11.2025 00:00:00 UTC,181.173,182.003,180.959,181.535,273690.47
21.11.2025 00:00:00 UTC,181.532,181.657,179.768,180.011,262651.28
23.11.2025 00:00:00 UTC,180.034,180.324,180.014,180.303,6965.22
