UTC,Open,High,Low,Close,Volume
01.06.2025 00:00:00 UTC,143.795,143.986,143.716,143.792,7736.87
02.06.2025 00:00:00 UTC,143.798,143.798,142.378,142.425,246322.47
03.06.2025 00:00:00 UTC,142.425,144.107,142.423,143.818,196752.83
04.06.2025 00:00:00 UTC,143.818,144.392,142.53,142.724,204131.78
05.06.2025 00:00:00 UTC,142.724,143.975,142.569,143.553,239206.7
06.06.2025 00:00:00 UTC,143.554,145.086,143.527,144.816,204950.52
08.06.2025 00:00:00 UTC,144.689,144.809,144.6,144.785,5289.75
09.06.2025 00:00:00 UTC,144.69,144.947,143.974,144.563,150654.95
10.06.2025 00:00:00 UTC,144.564,145.287,144.402,144.84,145837.8
11.06.2025 00:00:00 UTC,144.836,145.463,144.116,144.181,165066.69
12.06.2025 00:00:00 UTC,144.18,144.344,143.074,143.094,179469.44
13.06.2025 00:00:00 UTC,143.094,144.481,142.79,144.038,236506.23
15.06.2025 00:00:00 UTC,144.471,144.749,143.86,144.307,16269.54
16.06.2025 00:00:00 UTC,144.568,144.875,143.651,144.682,156309.23
17.06.2025 00:00:00 UTC,144.682,145.432,144.383,145.382,177353.48
18.06.2025 00:00:00 UTC,145.384,145.44,144.327,144.953,176965.81
19.06.2025 00:00:00 UTC,144.953,145.77,144.734,145.232,130286.22
20.06.2025 00:00:00 UTC,145.228,146.214,145.12,146.054,121728.53
22.06.2025 00:00:00 UTC,146.362,146.671,146.207,146.509,12437.59
23.06.2025 00:00:00 UTC,146.21,148.025,145.696,145.92,209872.1
24.06.2025 00:00:00 UTC,145.92,145.937,144.512,144.933,177179.78
25.06.2025 00:00:00 UTC,144.934,145.949,144.606,144.912,130476.16
26.06.2025 00:00:00 UTC,144.911,144.965,143.75,144.673,167841.7
27.06.2025 00:00:00 UTC,144.666,144.945,144.176,144.614,157879.75
29.06.2025 00:00:00 UTC,144.471,144.663,144.298,144.42,10476.29
30.06.2025 00:00:00 UTC,144.5,144.762,143.774,143.805,155641.31
01.07.2025 00:00:00 UTC,143.806,143.933,142.679,143.371,169022.12
02.07.2025 00:00:00 UTC,143.372,144.244,143.319,143.519,150582.88
03.07.2025 00:00:00 UTC,143.519,145.232,143.443,144.707,138178.94
04.07.2025 00:00:00 UTC,144.707,144.79,144.181,144.417,135392.69
06.07.2025 00:00:00 UTC,144.376,144.632,144.314,144.487,5367.16
07.07.2025 00:00:00 UTC,144.487,146.239,144.223,145.879,141173.55
08.07.2025 00:00:00 UTC,145.878,146.976,145.83,146.868,154859.44
09.07.2025 00:00:00 UTC,146.866,147.182,146.07,146.105,129857.82
10.07.2025 00:00:00 UTC,146.103,146.786,145.753,146.278,121996.09
11.07.2025 00:00:00 UTC,146.276,147.52,146.245,147.379,124337.96
13.07.2025 00:00:00 UTC,147.135,147.568,147.135,147.293,8813.73
14.07.2025 00:00:00 UTC,147.292,147.887,146.849,147.783,123234.33
15.07.2025 00:00:00 UTC,147.782,149.019,147.552,148.778,134344.31
16.07.2025 00:00:00 UTC,148.781,149.184,146.908,147.994,193999.19
17.07.2025 00:00:00 UTC,147.995,149.087,147.982,148.443,164091.06
18.07.2025 00:00:00 UTC,148.443,148.882,148.185,148.749,140882.12
20.07.2025 00:00:00 UTC,147.902,148.662,147.894,148.453,9508.43
21.07.2025 00:00:00 UTC,148.453,148.559,147.084,147.398,134981.94
22.07.2025 00:00:00 UTC,147.399,147.947,146.245,146.761,126947.56
23.07.2025 00:00:00 UTC,146.755,147.215,146.107,146.346,157014.11
24.07.2025 00:00:00 UTC,146.35,147.231,145.853,147.007,149003.4
25.07.2025 00:00:00 UTC,147.009,147.939,146.808,147.612,130405.69
27.07.2025 00:00:00 UTC,147.694,147.875,147.617,147.782,5667.22
28.07.2025 00:00:00 UTC,147.781,148.636,147.518,148.457,139757.4
