UTC,Open,High,Low,Close,Volume
22.02.2026 00:00:00 UTC,182.618,182.751,182.558,182.635,11920.61
23.02.2026 00:00:00 UTC,182.637,182.808,181.991,182.386,202211.77
24.02.2026 00:00:00 UTC,182.394,184.184,182.361,183.56,195280.23
25.02.2026 00:00:00 UTC,183.56,184.772,183.198,184.512,194627.06
26.02.2026 00:00:00 UTC,184.512,184.58,183.82,183.961,198781.08
27.02.2026 00:00:00 UTC,183.961,184.55,183.696,184.313,207788.73
01.03.2026 00:00:00 UTC,183.6,184.226,183.574,184.185,22221.49
02.03.2026 00:00:00 UTC,184.184,184.69,183.741,183.921,361207.8
03.03.2026 00:00:00 UTC,183.923,184.327,182.026,183.17,403595.12
04.03.2026 00:00:00 UTC,183.174,183.225,182.371,182.637,312085.34
05.03.2026 00:00:00 UTC,182.639,183.089,182.11,182.877,371552.16
06.03.2026 00:00:00 UTC,182.878,183.386,182.368,183.272,336058.6
08.03.2026 00:00:00 UTC,182.511,182.831,182.396,182.539,42582.15
09.03.2026 00:00:00 UTC,182.54,183.618,182.46,183.396,421236
10.03.2026 00:00:00 UTC,183.397,183.761,183.052,183.579,333878.72
11.03.2026 00:00:00 UTC,183.58,184.075,183.532,183.627,301977.9
12.03.2026 00:00:00 UTC,183.626,183.724,183.202,183.457,284209.16
13.03.2026 00:00:00 UTC,183.457,183.652,182.251,182.347,278885.53
15.03.2026 00:00:00 UTC,182.151,182.507,182.125,182.459,18425.18
16.03.2026 00:00:00 UTC,182.462,183.175,181.868,182.972,260039.53
17.03.2026 00:00:00 UTC,182.972,183.544,182.82,183.384,216937.08
18.03.2026 00:00:00 UTC,183.385,183.827,182.979,183.208,283993.53
19.03.2026 00:00:00 UTC,183.205,183.434,182.049,182.827,388468.12
20.03.2026 00:00:00 UTC,182.826,184.245,182.59,184.233,291945.88
22.03.2026 00:00:00 UTC,183.687,184.194,183.495,184.006,20127.46
